country,university,course,degree_level,website,ielts_min,sat_required,sat_min,country_flag,university_logo
Japan,Kyoto University,Engineering; Medicine; Environmental Studies,Bachelor's / Master's / PhD,https://www.kyoto-u.ac.jp,6.5,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=kyoto-u.ac.jp
Japan,Osaka University,Engineering; Dentistry; Human Sciences,Bachelor's / Master's / PhD,https://www.osaka-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=osaka-u.ac.jp
Japan,Tohoku University,Materials Science; Engineering; Physics,Bachelor's / Master's / PhD,https://www.tohoku.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=tohoku.ac.jp
Japan,Nagoya University,Automotive Engineering; Chemistry; Economics,Bachelor's / Master's / PhD,https://www.nagoya-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=nagoya-u.ac.jp
Japan,Hokkaido University,Agriculture; Environmental Science; Veterinary Medicine,Bachelor's / Master's / PhD,https://www.hokudai.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=hokudai.ac.jp
Japan,Kyushu University,Engineering; Design; Information Science,Bachelor's / Master's / PhD,https://www.kyushu-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=kyushu-u.ac.jp
Japan,Waseda University,Business; Political Science; International Relations,Bachelor's / Master's / PhD,https://www.waseda.jp,6.5,1,1200,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=waseda.jp
Japan,Keio University,Business; Medicine; Media Studies,Bachelor's / Master's / PhD,https://www.keio.ac.jp,6.5,1,1200,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=keio.ac.jp
Japan,Tokyo Institute of Technology,Engineering; Computer Science; Robotics,Bachelor's / Master's / PhD,https://www.titech.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=titech.ac.jp
Japan,Kobe University,Maritime Science; Economics; Law,Bachelor's / Master's / PhD,https://www.kobe-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=kobe-u.ac.jp
Japan,Hiroshima University,Education; Engineering; Biomedical Science,Bachelor's / Master's / PhD,https://www.hiroshima-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=hiroshima-u.ac.jp
Japan,Chiba University,Horticulture; Engineering; Medicine,Bachelor's / Master's / PhD,https://www.chiba-u.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=chiba-u.jp
Japan,Kanazawa University,Pharmaceutical Sciences; Engineering; Humanities,Bachelor's / Master's / PhD,https://www.kanazawa-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=kanazawa-u.ac.jp
Japan,Okayama University,Agriculture; Environmental Science; Medicine,Bachelor's / Master's / PhD,https://www.okayama-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=okayama-u.ac.jp
Japan,University of Tsukuba,Sports Science; Computer Science; Business,Bachelor's / Master's / PhD,https://www.tsukuba.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=tsukuba.ac.jp
Japan,Ritsumeikan University,International Relations; Business; Engineering,Bachelor's / Master's,https://en.ritsumei.ac.jp,6,1,1100,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=en.ritsumei.ac.jp
Japan,Sophia University,Liberal Arts; International Studies; Economics,Bachelor's / Master's,https://www.sophia.ac.jp,6.5,1,1200,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=sophia.ac.jp
Japan,Meiji University,Law; Commerce; Political Science,Bachelor's / Master's,https://www.meiji.ac.jp,6,1,1100,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=meiji.ac.jp
Japan,Yokohama National University,Urban Innovation; Engineering; Economics,Bachelor's / Master's / PhD,https://www.ynu.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=ynu.ac.jp
Japan,Nagasaki University,Tropical Medicine; Fisheries; Environmental Studies,Bachelor's / Master's / PhD,https://www.nagasaki-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=nagasaki-u.ac.jp
Japan,Tokyo University of Science,Physics; Chemistry; Computer Science,Bachelor's / Master's,https://www.tus.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=tus.ac.jp
Japan,Tokyo Metropolitan University,Urban Studies; ICT; Environment,Bachelor's / Master's / PhD,https://www.tmu.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=tmu.ac.jp
Japan,Osaka City University,Medicine; Economics; Engineering,Bachelor's / Master's / PhD,https://www.osaka-cu.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=osaka-cu.ac.jp
Japan,Tokyo Gakugei University,Education; Arts; Sciences,Bachelor's / Master's / PhD,https://www.u-gakugei.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=u-gakugei.ac.jp
Japan,Nihon University,Law; Medicine; Economics; Science,Bachelor's / Master's / PhD,https://www.nihon-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=nihon-u.ac.jp
Japan,Toyo University,Business; Asia-Pacific Studies; Law,Bachelor's / Master's,https://www.toyo.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=toyo.jp
Japan,Kansai University,Law; Business; Informatics,Bachelor's / Master's,https://www.kansai-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=kansai-u.ac.jp
Japan,Sophia University,Liberal Arts; Global Studies; Economics,Bachelor's / Master's,https://www.sophia.ac.jp,6.5,1,1200,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=sophia.ac.jp
Japan,Kwansei Gakuin University,International Studies; Business; Sociology,Bachelor's / Master's,https://www.kwansei.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=kwansei.ac.jp
Japan,Rikkyo University,Humanities; Economics; Law,Bachelor's / Master's,https://www.rikkyo.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=rikkyo.ac.jp
Japan,Doshisha University,International Relations; Business; Science,Bachelor's / Master's,https://www.doshisha.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=doshisha.ac.jp
Japan,Hosei University,Law; Political Science; Economics,Bachelor's / Master's,https://www.hosei.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=hosei.ac.jp
Japan,Meijo University,Biology; Management; Engineering,Bachelor's / Master's,https://www.meijo-u.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=meijo-u.ac.jp
Japan,Shizuoka University,Engineering; Environmental Science,Bachelor's / Master's / PhD,https://www.shizuoka.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=shizuoka.ac.jp
Japan,Tokyo University of Foreign Studies,Language Studies; International Relations,Bachelor's / Master's / PhD,https://www.tufs.ac.jp,6.5,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=tufs.ac.jp
Japan,Akita International University,Global Studies; Economics,Bachelor's / Master's,https://www.aiu.ac.jp,6.5,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=aiu.ac.jp
Japan,Musashi University,Literature; Business; Human Sciences,Bachelor's / Master's,https://www.musashi.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=musashi.ac.jp
Japan,Tokyo Denki University,Engineering; Informatics,Bachelor's / Master's,https://www.dendai.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=dendai.ac.jp
Japan,Kansai Gaidai University,Language; Global Studies,Bachelor's / Master's,https://www.kansaigaidai.ac.jp,6.5,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=kansaigaidai.ac.jp
Japan,International Christian University,Liberal Arts; International Studies,Bachelor's / Master's,https://www.icu.ac.jp,6.5,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=icu.ac.jp
Japan,Aoyama Gakuin University,Business; Law; Economics,Bachelor's / Master's,https://www.aoyama.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=aoyama.ac.jp
Japan,Kansai Medical University,Medicine; Health Science,Bachelor's / Master's / PhD,https://www.kmu.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=kmu.ac.jp
Japan,Seikei University,Social Sciences; Economics,Bachelor's / Master's,https://www.seikei.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=seikei.ac.jp
Japan,Showa Women’s University,Women’s Studies; Humanities,Bachelor's / Master’s,https://www.showa-wu.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=showa-wu.ac.jp
Japan,Toyohashi University of Technology,Engineering; Information Sciences,Bachelor's / Master's / PhD,https://www.tut.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=tut.jp
Japan,Tokyo University of Agriculture,Agriculture; Biosciences,Bachelor's / Master's / PhD,https://www.alic.go.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=alic.go.jp
Japan,Kyoto Sangyo University,Economics; Relations; Arts,Bachelor's / Master's,https://www.kyoto-su.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=kyoto-su.ac.jp
Japan,Tokyo University of Agriculture and Technology,Agriculture; Engineering,Bachelor's / Master's / PhD,https://www.tuat.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=tuat.ac.jp
Japan,Kansai University of International Studies,International Studies; Business,Bachelor's / Master's,https://www.kuis.ac.jp,6,0,0,https://flagcdn.com/w80/jp.png,https://www.google.com/s2/favicons?sz=128&domain=kuis.ac.jp
South Korea,Hanyang University,Engineering; Business; Medicine,Bachelor's / Master's / PhD,https://www.hanyang.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=hanyang.ac.kr
South Korea,Kyung Hee University,International Relations; Medicine; Arts,Bachelor's / Master's / PhD,https://www.khu.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=khu.ac.kr
South Korea,Sejong University,Film; Engineering; Business,Bachelor's / Master's / PhD,https://www.sejong.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=sejong.ac.kr
South Korea,Ulsan National Institute of Science and Technology,Science; Technology; Engineering,Bachelor's / Master's / PhD,https://www.unist.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=unist.ac.kr
South Korea,Pusan National University,Engineering; Science; Business,Bachelor's / Master's / PhD,https://www.pusan.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=pusan.ac.kr
South Korea,Chonbuk National University,Agriculture; Pharmacy; Engineering,Bachelor's / Master's / PhD,https://wwwjbnu.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=wwwjbnu.ac.kr
South Korea,Gyeongsang National University,Science; Business; Law,Bachelor's / Master's / PhD,https://www.gnu.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=gnu.ac.kr
South Korea,Chungbuk National University,Education; Engineering; Science,Bachelor's / Master's / PhD,https://www.chungbuk.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=chungbuk.ac.kr
South Korea,Dongguk University,Buddhist Studies; Business; Humanities,Bachelor's / Master's / PhD,https://www.dongguk.edu,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=dongguk.edu
South Korea,Dankook University,Law; Engineering; Arts,Bachelor's / Master's / PhD,https://www.dankook.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=dankook.ac.kr
South Korea,University of Seoul,Urban Studies; Business; Social Sciences,Bachelor's / Master's / PhD,https://www.uos.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=uos.ac.kr
South Korea,Hankuk University of Foreign Studies,Languages; International Studies,Bachelor's / Master's / PhD,https://www.hufs.ac.kr,6.5,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=hufs.ac.kr
South Korea,Konkuk University,Life Sciences; Business; Arts,Bachelor's / Master's / PhD,https://www.konkuk.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=konkuk.ac.kr
South Korea,Sogang University,Humanities; Science; Business,Bachelor's / Master's / PhD,https://www.sogang.ac.kr,6.5,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=sogang.ac.kr
South Korea,Ewha Womans University,Women’s Studies; Engineering; Arts,Bachelor's / Master's / PhD,https://www.ewha.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=ewha.ac.kr
South Korea,Inha University,Engineering; IT; Business,Bachelor's / Master's / PhD,https://www.inha.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=inha.ac.kr
South Korea,Gwangju Institute of Science and Technology,Science; Engineering,Bachelor's / Master's / PhD,https://www.gist.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=gist.ac.kr
South Korea,Andong National University,Education; Humanities,Bachelor's / Master's,https://www.andong.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=andong.ac.kr
South Korea,Anyang University,Social Sciences; IT,Bachelor's / Master's,https://www.anyang.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=anyang.ac.kr
South Korea,Cheongju National University of Education,Teacher Education,Bachelor's / Master's,https://www.cjne.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=cjne.ac.kr
South Korea,Changwon National University,Engineering; Management,Bachelor's / Master's,https://www.changwon.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=changwon.ac.kr
South Korea,Korea National Open University – KNOU,Open Education; Social Sciences,Bachelor's / Master's,https://www.knou.ac.kr,0,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=knou.ac.kr
South Korea,Busan University of Foreign Studies,Languages; Intl Studies,Bachelor's / Master's,https://www.bufs.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=bufs.ac.kr
South Korea,Dong-A University,Humanities; Business,Bachelor's / Master's,https://www.donga.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=donga.ac.kr
South Korea,Kosin University,Theology; Healthcare,Bachelor's / Master's,https://www.kosin.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=kosin.ac.kr
South Korea,Silla University,Tourism; IT,Bachelor's / Master's,https://www.silla.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=silla.ac.kr
South Korea,Tongmyung University,Engineering; Maritime,Bachelor's / Master's,https://www.tongmyung.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=tongmyung.ac.kr
South Korea,Kyungsung University,Business; Arts,Bachelor's / Master's,https://www.kyungsung.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=kyungsung.ac.kr
South Korea,Pukyong National University,Marine Sciences; Engineering,Bachelor's / Master's,https://www.pukyong.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=pukyong.ac.kr
South Korea,Busan Presbyterian University,Theology; Education,Bachelor's / Master's,https://www.bpu.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=bpu.ac.kr
South Korea,Catholic University of Daegu,Health Sciences; Theology,Bachelor's / Master's,https://www.cud.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=cud.ac.kr
South Korea,Catholic Kwandong University,Theology; Social Sciences,Bachelor's / Master's,https://www.cku.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=cku.ac.kr
South Korea,Calvin University (Korea),Theology; Liberal Arts,Bachelor's / Master's,https://www.calvin.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=calvin.ac.kr
South Korea,Busan Women's College,Arts; Education,Bachelor's,https://www.bwc.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=bwc.ac.kr
South Korea,Sun Moon University,Engineering; Humanities,Bachelor's / Master's,https://www.sunmoon.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=sunmoon.ac.kr
South Korea,Hoseo University,Engineering; Business,Bachelor's / Master's,https://www.hoseo.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=hoseo.ac.kr
South Korea,Soonchunhyang University,Medicine; Engineering,Bachelor's / Master's / PhD,https://www.scu.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=scu.ac.kr
South Korea,Korea Maritime and Ocean University,Marine Sciences; Maritime,Bachelor's / Master's,https://www.kmou.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=kmou.ac.kr
South Korea,Cheongju University,Business; Design,Bachelor's / Master's,https://www.cju.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=cju.ac.kr
South Korea,Sungkyul University,Humanities; IT,Bachelor's / Master's,https://www.sungkyul.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=sungkyul.ac.kr
South Korea,Cheongju University,Business; Design,Bachelor's / Master's,https://www.cju.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=cju.ac.kr
South Korea,Sungkyul University,Humanities; IT,Bachelor's / Master's,https://www.sungkyul.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=sungkyul.ac.kr
South Korea,Daejeon University,Education; Social Sciences,Bachelor's / Master's,https://www.dju.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=dju.ac.kr
South Korea,Korea Polytechnic University,Engineering; IT,Bachelor's / Master's,https://www.kpu.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=kpu.ac.kr
South Korea,Woosong University,Hospitality; IT; Business,Bachelor's / Master's,https://www.woosong.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=woosong.ac.kr
South Korea,Kongju National University,Education; Science; Humanities,Bachelor's / Master's / PhD,https://www.kongju.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=kongju.ac.kr
South Korea,Yeungnam University,Engineering; Business; Medicine,Bachelor's / Master's / PhD,https://www.yu.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=yu.ac.kr
South Korea,Cheongju National University of Education,Teacher Education,Bachelor's / Master's,https://www.cjne.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=cjne.ac.kr
South Korea,Incheon National University,Engineering; Business; Social Sciences,Bachelor's / Master's,https://www.inu.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=inu.ac.kr
South Korea,Seokyeong University,Humanities; Social Sciences; Business,Bachelor's / Master's,https://www.sku.ac.kr,6,0,0,https://flagcdn.com/w80/kr.png,https://www.google.com/s2/favicons?sz=128&domain=sku.ac.kr
Netherlands,University of Amsterdam,Business; Psychology; AI; Law,Bachelor's / Master's / PhD,https://www.uva.nl,6.5,1,1200,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=uva.nl
Netherlands,Delft University of Technology,Engineering; Architecture; Robotics,Bachelor's / Master's / PhD,https://www.tudelft.nl,6.5,1,1200,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=tudelft.nl
Netherlands,Utrecht University,Life Sciences; Humanities; Law,Bachelor's / Master's / PhD,https://www.uu.nl,6.5,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=uu.nl
Netherlands,Leiden University,International Relations; Law; Medicine,Bachelor's / Master's / PhD,https://www.universiteitleiden.nl,6.5,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=universiteitleiden.nl
Netherlands,Erasmus University Rotterdam,Business; Economics; Health,Bachelor's / Master's / PhD,https://www.eur.nl,6.5,1,1200,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=eur.nl
Netherlands,Wageningen University & Research,Agriculture; Environmental Science; Food Tech,Bachelor's / Master's / PhD,https://www.wur.nl,6.5,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=wur.nl
Netherlands,University of Groningen,Economics; Engineering; Arts,Bachelor's / Master's / PhD,https://www.rug.nl,6.5,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=rug.nl
Netherlands,Vrije Universiteit Amsterdam,Business; Law; Social Sciences,Bachelor's / Master's / PhD,https://vu.nl,6.5,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=vu.nl
Netherlands,Radboud University,Medicine; Psychology; AI,Bachelor's / Master's / PhD,https://www.ru.nl,6.5,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=ru.nl
Netherlands,Maastricht University,Medicine; Business; European Studies,Bachelor's / Master's / PhD,https://www.maastrichtuniversity.nl,6.5,1,1200,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=maastrichtuniversity.nl
Netherlands,Eindhoven University of Technology,Engineering; Data Science; AI,Bachelor's / Master's / PhD,https://www.tue.nl,6.5,1,1200,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=tue.nl
Netherlands,Tilburg University,Business; Economics; Law,Bachelor's / Master's / PhD,https://www.tilburguniversity.edu,6.5,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=tilburguniversity.edu
Netherlands,University of Twente,Engineering; IT; Business,Bachelor's / Master's / PhD,https://www.utwente.nl,6.5,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=utwente.nl
Netherlands,Open University of the Netherlands,Distance Education; Management,Bachelor's / Master's,https://www.ou.nl,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=ou.nl
Netherlands,HAN University of Applied Sciences,Engineering; Business; Health,Bachelor's / Master's,https://www.han.nl,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=han.nl
Netherlands,Fontys University of Applied Sciences,IT; Business; Media,Bachelor's / Master's,https://www.fontys.nl,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=fontys.nl
Netherlands,Saxion University of Applied Sciences,Hospitality; Engineering; Business,Bachelor's / Master's,https://www.saxion.edu,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=saxion.edu
Netherlands,HU University of Applied Sciences Utrecht,Education; Business; IT,Bachelor's / Master's,https://www.hu.nl,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=hu.nl
Netherlands,Rotterdam University of Applied Sciences,Logistics; Business; Health,Bachelor's / Master's,https://www.rotterdamuas.com,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=rotterdamuas.com
Netherlands,The Hague University of Applied Sciences,International Relations; Business,Bachelor's / Master's,https://www.thehagueuniversity.com,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=thehagueuniversity.com
Netherlands,NHL Stenden University of Applied Sciences,Hospitality; Tourism; Business,Bachelor's / Master's,https://www.nhlstenden.com,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=nhlstenden.com
Netherlands,Avans University of Applied Sciences,Engineering; Environmental Studies,Bachelor's / Master's,https://www.avans.nl,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=avans.nl
Netherlands,Zuyd University of Applied Sciences,European Studies; Music; Business,Bachelor's / Master's,https://www.zuyd.nl,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=zuyd.nl
Netherlands,Amsterdam University of the Arts,Performing Arts; Film,Bachelor's / Master's,https://www.ahk.nl,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=ahk.nl
Netherlands,ArtEZ University of the Arts,Fine Arts; Fashion; Music,Bachelor's / Master's,https://www.artez.nl,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=artez.nl
Netherlands,Gerrit Rietveld Academie,Fine Arts; Design,Bachelor's / Master's,https://www.rietveldacademie.nl,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=rietveldacademie.nl
Netherlands,Codarts University of the Arts,Dance; Music; Circus Arts,Bachelor's / Master's,https://www.codarts.nl,6,0,0,https://flagcdn.com/w80/nl.png,https://www.google.com/s2/favicons?sz=128&domain=codarts.nl
